game_id,game_link,game_name,age_rating,platform_name
156,/game/switch/pokken-tournament-dx                                                                                                                                                                       ,Pokken Tournament DX                                                                                                                                                                                    ,E10+      ,Switch                                                                                              
157,/game/3ds/metroid-samus-returns                                                                                                                                                                         ,Metroid: Samus Returns                                                                                                                                                                                  ,E10+      ,3DS                                                                                                 
158,/game/switch/arms-lola-pop                                                                                                                                                                              ,ARMS: Lola Pop                                                                                                                                                                                          ,          ,Switch                                                                                              
159,/game/3ds/monster-hunter-stories                                                                                                                                                                        ,Monster Hunter Stories                                                                                                                                                                                  ,E10+      ,3DS                                                                                                 
160,/game/switch/sine-mora-ex                                                                                                                                                                               ,Sine Mora EX                                                                                                                                                                                            ,M         ,Switch                                                                                              
161,/game/3ds/hey!-pikmin                                                                                                                                                                                   ,Hey! Pikmin                                                                                                                                                                                             ,E10+      ,3DS                                                                                                 
162,/game/3ds/miitopia                                                                                                                                                                                      ,Miitopia                                                                                                                                                                                                ,E         ,3DS                                                                                                 
163,/game/switch/splatoon-2                                                                                                                                                                                 ,Splatoon 2                                                                                                                                                                                              ,E10+      ,Switch                                                                                              
164,/game/ios/laytons-mystery-journey-katrielle-and-the-millionaires-conspiracy                                                                                                                             ,Layton's Mystery Journey: Katrielle and The Millionaire's Conspiracy                                                                                                                                    ,          ,iOS                                                                                                 
165,/game/3ds/miitopia-casting-call                                                                                                                                                                         ,Miitopia: Casting Call                                                                                                                                                                                  ,E         ,3DS                                                                                                 
166,/game/switch/arms-max-brass                                                                                                                                                                             ,ARMS: Max Brass                                                                                                                                                                                         ,          ,Switch                                                                                              
167,/game/switch/flip-wars                                                                                                                                                                                  ,Flip Wars                                                                                                                                                                                               ,T         ,Switch                                                                                              
168,/game/3ds/kirbys-blowout-blast                                                                                                                                                                          ,Kirby's Blowout Blast                                                                                                                                                                                   ,E         ,3DS                                                                                                 
169,/game/switch/the-legend-of-zelda-breath-of-the-wild---the-master-trials                                                                                                                                 ,The Legend of Zelda: Breath of the Wild - The Master Trials                                                                                                                                             ,E10+      ,Switch                                                                                              
170,/game/wii-u/the-legend-of-zelda-breath-of-the-wild---the-master-trials                                                                                                                                  ,The Legend of Zelda: Breath of the Wild - The Master Trials                                                                                                                                             ,E10+      ,WIIU                                                                                                
171,/game/3ds/ever-oasis                                                                                                                                                                                    ,Ever Oasis                                                                                                                                                                                              ,E10+      ,3DS                                                                                                 
172,/game/3ds/fire-emblem-echoes-shadows-of-valentia---cipher-legends-i                                                                                                                                     ,Fire Emblem Echoes: Shadows of Valentia - Cipher Legends I                                                                                                                                              ,T         ,3DS                                                                                                 
173,/game/3ds/fire-emblem-echoes-shadows-of-valentia---cipher-legends-ii                                                                                                                                    ,Fire Emblem Echoes: Shadows of Valentia - Cipher Legends II                                                                                                                                             ,T         ,3DS                                                                                                 
174,/game/3ds/fire-emblem-echoes-shadows-of-valentia---cipher-companions-pack                                                                                                                               ,Fire Emblem Echoes: Shadows of Valentia - Cipher Companions Pack                                                                                                                                        ,T         ,3DS                                                                                                 
175,/game/switch/arms                                                                                                                                                                                       ,ARMS                                                                                                                                                                                                    ,E10+      ,Switch                                                                                              
176,/game/3ds/fire-emblem-echoes-shadows-of-valentia---rise-of-the-deliverance-pack                                                                                                                         ,Fire Emblem Echoes: Shadows of Valentia - Rise of the Deliverance Pack                                                                                                                                  ,          ,3DS                                                                                                 
177,/game/3ds/fire-emblem-echoes-shadows-of-valentia---flight-from-the-ruins                                                                                                                                ,Fire Emblem Echoes: Shadows of Valentia - Flight from the Ruins                                                                                                                                         ,T         ,3DS                                                                                                 
178,/game/3ds/fire-emblem-echoes-shadows-of-valentia---outpost-rescue                                                                                                                                       ,Fire Emblem Echoes: Shadows of Valentia - Outpost Rescue                                                                                                                                                ,T         ,3DS                                                                                                 
179,/game/3ds/fire-emblem-echoes-shadows-of-valentia---battle-of-zofia-harbor                                                                                                                               ,Fire Emblem Echoes: Shadows of Valentia - Battle of Zofia Harbor                                                                                                                                        ,T         ,3DS                                                                                                 
180,/game/3ds/fire-emblem-echoes-shadows-of-valentia---siege-of-zofia-castle                                                                                                                                ,Fire Emblem Echoes: Shadows of Valentia - Siege of Zofia Castle                                                                                                                                         ,T         ,3DS                                                                                                 
181,/game/switch/arms-global-testpunch                                                                                                                                                                      ,ARMS: Global Testpunch                                                                                                                                                                                  ,          ,Switch                                                                                              
182,/game/3ds/fire-emblem-echoes-shadows-of-valentia---undaunted-heroes-pack                                                                                                                                ,Fire Emblem Echoes: Shadows of Valentia - Undaunted Heroes Pack                                                                                                                                         ,          ,3DS                                                                                                 
183,/game/3ds/fire-emblem-echoes-shadows-of-valentia---inner-sanctum                                                                                                                                        ,Fire Emblem Echoes: Shadows of Valentia - Inner Sanctum                                                                                                                                                 ,T         ,3DS                                                                                                 
184,/game/3ds/fire-emblem-echoes-shadows-of-valentia---lords-of-the-grave                                                                                                                                   ,Fire Emblem Echoes: Shadows of Valentia - Lords of the Grave                                                                                                                                            ,T         ,3DS                                                                                                 
185,/game/3ds/fire-emblem-echoes-shadows-of-valentia---lost-altars-pack                                                                                                                                     ,Fire Emblem Echoes: Shadows of Valentia - Lost Altars Pack                                                                                                                                              ,T         ,3DS                                                                                                 
186,/game/3ds/fire-emblem-echoes-shadows-of-valentia---wealth-before-health                                                                                                                                 ,Fire Emblem Echoes: Shadows of Valentia - Wealth Before Health                                                                                                                                          ,T         ,3DS                                                                                                 
187,/game/3ds/fire-emblem-echoes-shadows-of-valentia                                                                                                                                                        ,Fire Emblem Echoes: Shadows of Valentia                                                                                                                                                                 ,T         ,3DS                                                                                                 
188,/game/3ds/fire-emblem-echoes-shadows-of-valentia---fledging-warriors-pack                                                                                                                               ,Fire Emblem Echoes: Shadows of Valentia - Fledging Warriors Pack                                                                                                                                        ,T         ,3DS                                                                                                 
189,/game/3ds/fire-emblem-echoes-shadows-of-valentia---the-astral-temple                                                                                                                                    ,Fire Emblem Echoes: Shadows of Valentia - The Astral Temple                                                                                                                                             ,T         ,3DS                                                                                                 
190,/game/3ds/fire-emblem-echoes-shadows-of-valentia---wretches-and-riches                                                                                                                                  ,Fire Emblem Echoes: Shadows of Valentia - Wretches and Riches                                                                                                                                           ,T         ,3DS                                                                                                 
191,/game/3ds/fire-emblem-echoes-shadows-of-valentia---band-of-bandages                                                                                                                                     ,Fire Emblem Echoes: Shadows of Valentia - Band of Bandages                                                                                                                                              ,T         ,3DS                                                                                                 
192,/game/switch/mario-kart-8-deluxe                                                                                                                                                                        ,Mario Kart 8 Deluxe                                                                                                                                                                                     ,E         ,Switch                                                                                              
193,/game/3ds/bye-bye-boxboy!                                                                                                                                                                               ,BYE-BYE BOXBOY!                                                                                                                                                                                         ,E         ,3DS                                                                                                 
194,/game/3ds/team-kirby-clash-deluxe                                                                                                                                                                       ,Team Kirby Clash Deluxe                                                                                                                                                                                 ,E         ,3DS                                                                                                 
195,/game/3ds/mario-sports-superstars                                                                                                                                                                       ,Mario Sports Superstars                                                                                                                                                                                 ,E         ,3DS                                                                                                 
196,/game/switch/splatoon-2-global-testfire                                                                                                                                                                 ,Splatoon 2: Global Testfire                                                                                                                                                                             ,          ,Switch                                                                                              
197,/game/wii-u/the-legend-of-zelda-breath-of-the-wild                                                                                                                                                      ,The Legend of Zelda: Breath of the Wild                                                                                                                                                                 ,E10+      ,WIIU                                                                                                
198,/game/switch/the-legend-of-zelda-breath-of-the-wild                                                                                                                                                     ,The Legend of Zelda: Breath of the Wild                                                                                                                                                                 ,E10+      ,Switch                                                                                              
199,/game/switch/1-2-switch                                                                                                                                                                                 ,1-2-Switch                                                                                                                                                                                              ,E10+      ,Switch                                                                                              
200,/game/switch/snipperclips---cut-it-out-together!                                                                                                                                                        ,"Snipperclips - Cut it out, together!                                                                                                                                                                    ",E         ,Switch                                                                                              
201,/game/3ds/tank-troopers                                                                                                                                                                                 ,Tank Troopers                                                                                                                                                                                           ,E         ,3DS                                                                                                 
202,/game/3ds/poochy-yoshis-woolly-world                                                                                                                                                                    ,Poochy & Yoshi's Woolly World                                                                                                                                                                           ,E         ,3DS                                                                                                 
203,/game/ios/fire-emblem-heroes                                                                                                                                                                            ,Fire Emblem Heroes                                                                                                                                                                                      ,T         ,iOS                                                                                                 
204,/game/3ds/dragon-quest-viii-journey-of-the-cursed-king                                                                                                                                                  ,Dragon Quest VIII: Journey of the Cursed King                                                                                                                                                           ,T         ,3DS                                                                                                 
205,/game/ios/super-mario-run                                                                                                                                                                               ,Super Mario Run                                                                                                                                                                                         ,          ,iOS                                                                                                 
206,/game/wii-u/excitebots-trick-racing                                                                                                                                                                     ,Excitebots: Trick Racing                                                                                                                                                                                ,          ,WIIU                                                                                                
207,/game/3ds/animal-crossing-new-leaf---welcome-amiibo                                                                                                                                                     ,Animal Crossing: New Leaf - Welcome Amiibo                                                                                                                                                              ,E         ,3DS                                                                                                 
208,/game/3ds/super-mario-maker-for-nintendo-3ds                                                                                                                                                            ,Super Mario Maker for Nintendo 3DS                                                                                                                                                                      ,E         ,3DS                                                                                                 
209,/game/3ds/pokemon-sun                                                                                                                                                                                   ,Pokemon Sun                                                                                                                                                                                             ,E         ,3DS                                                                                                 
210,/game/3ds/pokemon-moon                                                                                                                                                                                  ,Pokemon Moon                                                                                                                                                                                            ,E         ,3DS                                                                                                 
211,/game/3ds/pokemon-sun-and-moon-dual-pack                                                                                                                                                                ,Pokemon Sun and Moon Dual Pack                                                                                                                                                                          ,E         ,3DS                                                                                                 
212,/game/3ds/swapdoodle                                                                                                                                                                                    ,Swapdoodle                                                                                                                                                                                              ,E         ,3DS                                                                                                 
213,/game/3ds/mario-party-star-rush                                                                                                                                                                         ,Mario Party: Star Rush                                                                                                                                                                                  ,E         ,3DS                                                                                                 
214,/game/3ds/hyrule-warriors-legends-a-link-between-worlds-pack                                                                                                                                            ,Hyrule Warriors Legends: A Link Between Worlds Pack                                                                                                                                                     ,          ,3DS                                                                                                 
215,/game/3ds/pokemon-sun-and-pokemon-moon-special-demo-version                                                                                                                                             ,Pokemon Sun and Pokemon Moon Special Demo Version                                                                                                                                                       ,          ,3DS                                                                                                 
216,/game/3ds/disney-magical-world-2                                                                                                                                                                        ,Disney Magical World 2                                                                                                                                                                                  ,E         ,3DS                                                                                                 
217,/game/wii-u/paper-mario-color-splash                                                                                                                                                                    ,Paper Mario: Color Splash                                                                                                                                                                               ,E         ,WIIU                                                                                                
218,/game/3ds/yo-kai-watch-2-bony-spirits                                                                                                                                                                   ,Yo-kai Watch 2: Bony Spirits                                                                                                                                                                            ,E10+      ,3DS                                                                                                 
219,/game/3ds/yo-kai-watch-2-fleshy-souls                                                                                                                                                                   ,Yo-kai Watch 2: Fleshy Souls                                                                                                                                                                            ,E10+      ,3DS                                                                                                 
220,/game/3ds/dragon-quest-vii-fragments-of-the-forgotten-past                                                                                                                                              ,Dragon Quest VII: Fragments of the Forgotten Past                                                                                                                                                       ,E10+      ,3DS                                                                                                 
221,/game/3ds/picross-3d-round-2                                                                                                                                                                            ,Picross 3D: Round 2                                                                                                                                                                                     ,E         ,3DS                                                                                                 
222,/game/3ds/hyrule-warriors-legends-phantom-hourglass-spirit-tracks-pack                                                                                                                                  ,Hyrule Warriors Legends: Phantom Hourglass & Spirit Tracks Pack                                                                                                                                         ,E10+      ,3DS                                                                                                 
223,/game/3ds/metroid-prime-federation-force                                                                                                                                                                ,Metroid Prime: Federation Force                                                                                                                                                                         ,T         ,3DS                                                                                                 
224,/game/3ds/style-savvy-fashion-forward                                                                                                                                                                   ,Style Savvy: Fashion Forward                                                                                                                                                                            ,E         ,3DS                                                                                                 
225,/game/3ds/metroid-prime-blast-ball                                                                                                                                                                      ,Metroid Prime: Blast Ball                                                                                                                                                                               ,          ,3DS                                                                                                 
226,/game/ios/pokemon-go                                                                                                                                                                                    ,Pokemon GO                                                                                                                                                                                              ,          ,iOS                                                                                                 
227,/game/3ds/teddy-together                                                                                                                                                                                ,Teddy Together                                                                                                                                                                                          ,          ,3DS                                                                                                 
228,/game/3ds/boxboxboy!                                                                                                                                                                                    ,BoxBoxBoy!                                                                                                                                                                                              ,E         ,3DS                                                                                                 
229,/game/3ds/hyrule-warriors-legends-links-awakening-pack                                                                                                                                                  ,Hyrule Warriors Legends: Link's Awakening Pack                                                                                                                                                          ,          ,3DS                                                                                                 
230,/game/wii-u/tokyo-mirage-sessions-fe                                                                                                                                                                    ,Tokyo Mirage Sessions #FE                                                                                                                                                                               ,T         ,WIIU                                                                                                
231,/game/wii-u/mario-sonic-at-the-rio-2016-olympic-games                                                                                                                                                   ,Mario & Sonic at the Rio 2016 Olympic Games                                                                                                                                                             ,E10+      ,WIIU                                                                                                
232,/game/wii-u/tokyo-mirage-sessions-fe---expedition-hunter                                                                                                                                                ,Tokyo Mirage Sessions #FE - EXPedition Hunter                                                                                                                                                           ,T         ,WIIU                                                                                                
233,/game/wii-u/tokyo-mirage-sessions-fe---masterful-hunter                                                                                                                                                 ,Tokyo Mirage Sessions #FE - Masterful Hunter                                                                                                                                                            ,T         ,WIIU                                                                                                
234,/game/wii-u/tokyo-mirage-sessions-fe---savage-hunter                                                                                                                                                    ,Tokyo Mirage Sessions #FE - Savage Hunter                                                                                                                                                               ,T         ,WIIU                                                                                                
235,/game/wii-u/tokyo-mirage-sessions-fe---tokyo-millennium-collection                                                                                                                                      ,Tokyo Mirage Sessions #FE - Tokyo Millennium Collection                                                                                                                                                 ,T         ,WIIU                                                                                                
236,/game/3ds/rhythm-heaven-megamix                                                                                                                                                                         ,Rhythm Heaven Megamix                                                                                                                                                                                   ,E         ,3DS                                                                                                 
237,/game/3ds/kirby-planet-robobot                                                                                                                                                                          ,Kirby: Planet Robobot                                                                                                                                                                                   ,E         ,3DS                                                                                                 
238,/game/3ds/team-kirby-clash                                                                                                                                                                              ,Team Kirby Clash                                                                                                                                                                                        ,E         ,3DS                                                                                                 
239,/game/3ds/hyrule-warriors-legends-master-wind-waker-pack                                                                                                                                                ,Hyrule Warriors Legends: Master Wind Waker Pack                                                                                                                                                         ,          ,3DS                                                                                                 
240,/game/3ds/disney-art-academy                                                                                                                                                                            ,Disney Art Academy                                                                                                                                                                                      ,E         ,3DS                                                                                                 
241,/game/3ds/pocket-card-jockey                                                                                                                                                                            ,Pocket Card Jockey                                                                                                                                                                                      ,E10+      ,3DS                                                                                                 
242,/game/wii-u/star-fox-zero                                                                                                                                                                               ,Star Fox Zero                                                                                                                                                                                           ,E10+      ,WIIU                                                                                                
